"title","location","yearsofexperience","yearsatcompany","basesalary","gender","Race"
"Software Engineer","Seattle, WA",2,2,188658,"Male",NA
"Solution Architect","Toronto, ON, Canada",13,1,181463,NA,NA
"Technical Program Manager","Seattle, WA",14,4,124742,NA,NA
"Product Manager","Seattle, WA",4,0,218011,"Female",NA
"Software Engineer","Seattle, WA",1,0,305446,"Male",NA
"Software Engineer","Seattle, WA",5,5,222118,"Male",NA
"Technical Program Manager","Detroit, MI",9,0,187485,"Male",NA
"Product Manager","Palo Alto, CA",12,6,165563,"Male",NA
"Software Engineer","Seattle, WA",4,0,222924,"Male",NA
"Product Manager","Seattle, WA",17,5,195745,"Male",NA
"Software Engineer","Seattle, WA",3,3,233108,"Female",NA
"Software Engineering Manager","Seattle, WA",13,8.5,99461,"Male",NA
"Solution Architect","New York, NY",10,2,247140,NA,NA
"Product Manager","Boston, MA",15,2,244841,"Male",NA
"Product Manager","Seattle, WA",4,1,215603,"Male",NA
"Software Engineer","Seattle, WA",8,8,228859,NA,NA
"Software Engineering Manager","Seattle, WA",11,10,125305,"Male",NA
"Software Engineering Manager","New York, NY",15,1,344469,"Male",NA
"Software Engineer","Seattle, WA",14,3,199372,"Male",NA
"Software Engineer","Seattle, WA",6,3,202242,"Male",NA
"Software Engineer","Seattle, WA",4,4,107827,"Male",NA
"Software Engineer","Seattle, WA",6,3,224922,"Male",NA
"Software Engineer","Austin, TX",5,3,88325,"Male",NA
"Software Engineer","Seattle, WA",12,2.3,183073,"Male",NA
"Software Engineer","Sunnyvale, CA",3,3,357757,"Female",NA
"Software Engineer","Seattle, WA",10,2,256609,"Male",NA
"Software Engineer","Seattle, WA",4,4,306072,"Male",NA
"Software Engineer","Sunnyvale, CA",1,0,220676,NA,NA
"Software Engineer","Seattle, WA",8,6,206600,"Male",NA
"Software Engineer","San Francisco, CA",2,0,289494,"Male",NA
"Product Manager","Seattle, WA",15,1,223094,"Female",NA
"Product Manager","Seattle, WA",5,0,257415,NA,NA
"Software Engineer","Sunnyvale, CA",7,2,147633,"Male",NA
"Software Engineer","Seattle, WA",7,3,244478,"Male",NA
"Hardware Engineer","Seattle, WA",7,0.5,202442,NA,NA
"Product Manager","Palo Alto, CA",12,1,208718,"Male",NA
"Software Engineer","Sunnyvale, CA",6,1,244333,"Male",NA
"Product Manager","Santa Clara, CA",12,1,238371,"Female",NA
"Product Manager","Seattle, WA",10,3,135771,"Male",NA
"Data Scientist","Palo Alto, CA",4,3,106923,"Male",NA
"Software Engineering Manager","Seattle, WA",20,4,327182,"Male",NA
"Product Manager","San Francisco, CA",20,6,127621,NA,NA
"Software Engineering Manager","Sunnyvale, CA",18,7,356312,"Male",NA
"Software Engineer","Newark, NJ",1,1,306307,"Male",NA
"Software Engineer","Seattle, WA",4,4,101700,"Male",NA
"Software Engineer","Seattle, WA",0,0,116816,"Male",NA
"Product Manager","Seattle, WA",5,5,91030,"Male",NA
"Software Engineer","Cupertino, CA",14,0,186012,"Male",NA
"Software Engineer","Seattle, WA",9,6,182656,"Male",NA
"Software Engineer","Chennai, TN, India",11,8,84054,"Male",NA
"Software Engineer","Seattle, WA",2,2,100144,"Female",NA
"Software Engineer","Seattle, WA",5,3,176389,"Male",NA
"Technical Program Manager","Sunnyvale, CA",14,1,99562,NA,NA
"Software Engineer","Seattle, WA",5,2,104773,"Male",NA
"Software Engineering Manager","Cupertino, CA",11,4,194025,"Female",NA
"Software Engineer","Seattle, WA",2,2,278151,"Male",NA
"Software Engineer","Chennai, TN, India",5,2,195660,"Male",NA
"Software Engineer","Sunnyvale, CA",1,0,188891,"Male",NA
"Software Engineering Manager","Seattle, WA",15,0,80448,"Male",NA
"Solution Architect","Baltimore, MD",16,0,188459,"Male",NA
"Software Engineer","San Francisco, CA",12,4,200506,"Male",NA
"Software Engineer","Seattle, WA",9,8,80442,"Male",NA
"Software Engineer","San Francisco, CA",5,3,114872,NA,NA
"Product Designer","New York, NY",3,0,195009,"Male",NA
"Software Engineer","Seattle, WA",12,7,108271,"Male",NA
"Product Manager","Seattle, WA",7,5,102446,"Female",NA
"Software Engineer","Seattle, WA",5,2,165924,"Male",NA
"Software Engineer","North Reading, MA",5,1.5,184476,"Male",NA
"Software Engineer","Seattle, WA",0,0,126723,"Male",NA
"Software Engineering Manager","Sunnyvale, CA",20,4,204866,NA,NA
"Product Manager","Seattle, WA",17,5,329604,"Male",NA
"Software Engineer","San Francisco, CA",1,0.5,148535,"Male",NA
"Software Engineer","New York, NY",8,1,200334,"Male",NA
"Software Engineer","Seattle, WA",1,1,262019,"Male",NA
"Software Engineer","Seattle, WA",3,3,313633,"Male",NA
"Software Engineer","Seattle, WA",6,6,272838,"Male",NA
"Software Engineer","Seattle, WA",9,7,217508,"Male",NA
"Data Scientist","Seattle, WA",6,0,178939,"Male",NA
"Software Engineer","San Francisco, CA",9,1,151185,"Male",NA
"Product Manager","Seattle, WA",10,3.5,215312,"Male",NA
"Software Engineer","Seattle, WA",10,1,158972,NA,NA
"Software Engineering Manager","Seattle, WA",18,3,186316,"Male",NA
"Product Designer","Palo Alto, CA",10,4,209337,"Female",NA
"Software Engineering Manager","Seattle, WA",18,3,182892,NA,NA
"Software Engineer","Seattle, WA",1,0,247084,NA,NA
"Product Manager","San Francisco, CA",10,3,120342,"Male",NA
"Product Manager","Seattle, WA",12,8,201594,NA,NA
"Software Engineering Manager","Seattle, WA",21,0,170743,"Male",NA
"Software Engineering Manager","Santa Clara, CA",18,4,145242,NA,NA
"Data Scientist","Seattle, WA",2,0,194963,"Male",NA
"Product Manager","Seattle, WA",9,5,100545,"Male",NA
"Software Engineer","Seattle, WA",3,0,127523,"Male",NA
"Software Engineer","Sunnyvale, CA",8,4,248446,"Male",NA
"Software Engineer","Palo Alto, CA",4,4,216548,NA,NA
"Product Manager","Seattle, WA",11,3,186856,"Male",NA
"Software Engineer","San Diego, CA",4,2,123079,"Other",NA
"Product Manager","Los Angeles, CA",10,5,79247,"Female",NA
"Product Manager","Seattle, WA",10,4,120771,"Female",NA
"Product Manager","Seattle, WA",17,3,145904,NA,NA
"Software Engineer","Seattle, WA",5,3,133371,NA,NA
"Software Engineer","Palo Alto, CA",8,4,308937,"Male",NA
"Software Engineer","San Francisco, CA",2,2,134602,"Male",NA
"Product Manager","Seattle, WA",10,1,78639,"Male",NA
"Software Engineering Manager","Sunnyvale, CA",14,5,201452,NA,NA
"Software Engineer","Seattle, WA",5,2,80066,NA,NA
"Software Engineer","San Francisco, CA",3,0,278392,"Male",NA
"Software Engineer","Seattle, WA",8,7,216932,"Male",NA
"Software Engineering Manager","Sunnyvale, CA",10,0,199252,NA,NA
"Software Engineer","Seattle, WA",9,4,365131,"Male",NA
"Software Engineering Manager","Seattle, WA",15,3,281602,"Male",NA
"Software Engineer","Seattle, WA",2,1.5,99471,"Female",NA
"Product Manager","Seattle, WA",10,5,200731,NA,NA
"Product Manager","Seattle, WA",5,0,212490,"Female",NA
"Software Engineer","Arlington, VA",4,0,253194,"Male",NA
"Software Engineer","Seattle, WA",7,0,222398,"Male",NA
"Technical Program Manager","Denver, CO",15,0,183516,"Male",NA
"Business Analyst","Seattle, WA",9,3,145417,"Female",NA
"Product Manager","Seattle, WA",7,7,175610,"Female",NA
"Data Scientist","New York, NY",3,1,110949,"Female",NA
"Technical Program Manager","Seattle, WA",7,4,196463,"Male",NA
"Software Engineer","Boston, MA",3,3,293386,"Female",NA
"Software Engineer","Seattle, WA",9,3,133157,"Male",NA
"Software Engineer","Seattle, WA",5,0,261255,"Male",NA
"Software Engineer","New York, NY",2,2,162902,"Male",NA
"Software Engineer","Seattle, WA",16,3,204614,NA,NA
"Software Engineer","Austin, TX",3,0,167703,"Male",NA
"Product Manager","Seattle, WA",12,6,147082,"Male",NA
"Software Engineering Manager","New York, NY",20,7,234065,"Male",NA
"Software Engineer","Seattle, WA",2,0,245702,"Male",NA
"Software Engineer","Seattle, WA",1,1,106718,"Male",NA
"Software Engineer","Seattle, WA",7,7,110089,"Male",NA
"Data Scientist","New York, NY",2,0,91505,"Male",NA
"Software Engineering Manager","Phoenix, AZ",15,4,196658,"Male",NA
"Product Manager","San Francisco, CA",10,2,188367,"Male",NA
"Product Manager","Portland, OR",20,2,255071,"Male",NA
"Software Engineer","Seattle, WA",10,7,182021,"Male",NA
"Software Engineer","Seattle, WA",8,4,139006,"Male",NA
"Product Manager","Seattle, WA",17,1,317118,"Male",NA
"Software Engineer","Seattle, WA",9,5,204459,"Male",NA
"Software Engineer","Cambridge, MA",2,2,111332,NA,NA
"Software Engineer","Herndon, VA",0,0,128251,"Male",NA
"Software Engineer","Seattle, WA",6,1,213850,"Male",NA
"Software Engineer","Cambridge, MA",2,2,153676,"Female",NA
"Product Manager","Irvine, CA",2,2,225448,"Female",NA
"Software Engineer","Vancouver, BC, Canada",7,0,145902,"Male",NA
"Software Engineer","Seattle, WA",4,4,136362,"Female",NA
"Software Engineer","Seattle, WA",3,3,168498,"Male",NA
"Product Manager","Seattle, WA",8,3,181599,NA,NA
"Software Engineer","Sunnyvale, CA",5,2,112232,"Male",NA
"Software Engineer","Seattle, WA",4,4,225777,NA,NA
"Software Engineer","Seattle, WA",5,0,209085,"Male",NA
"Software Engineering Manager","Sunnyvale, CA",14,5,227728,"Male",NA
"Technical Program Manager","Los Angeles, CA",13,8,216594,"Male",NA
"Software Engineering Manager","San Francisco, CA",15,2,320869,NA,NA
"Software Engineer","Seattle, WA",3,1,184181,"Male",NA
"Software Engineer","Boston, MA",16,9,310880,"Male",NA
"Software Engineer","Boston, MA",16,4,237128,NA,NA
"Software Engineering Manager","Seattle, WA",9,5,98095,"Male",NA
"Solution Architect","Austin, TX",7,0,207079,"Male",NA
"Product Manager","Seattle, WA",14,5,183331,"Male",NA
"Product Manager","Seattle, WA",8,2,242862,"Male",NA
"Software Engineer","Seattle, WA",10,0,166495,NA,NA
"Software Engineer","Seattle, WA",2,0,230225,"Male",NA
"Hardware Engineer","Reston, VA",8,1,187874,"Male",NA
"Product Designer","Seattle, WA",11,6,331193,NA,NA
"Software Engineer","Boston, MA",15,3,209886,"Male",NA
"Data Scientist","Palo Alto, CA",7,3,264642,"Male",NA
"Software Engineer","Seattle, WA",1,0,193865,"Male",NA
"Software Engineer","Sunnyvale, CA",4,4,251605,"Male",NA
"Technical Program Manager","Sunnyvale, CA",10,0,158902,"Male",NA
"Software Engineer","Palo Alto, CA",5,3,222298,"Female",NA
"Software Engineer","Palo Alto, CA",10,7,197670,"Male",NA
"Technical Program Manager","Seattle, WA",14,7,377755,"Male",NA
"Software Engineer","Seattle, WA",5,2,256147,NA,NA
"Software Engineering Manager","Madrid, MD, Spain",23,6,227713,"Male",NA
"Product Manager","Seattle, WA",7,2,324218,"Male",NA
"Software Engineer","Seattle, WA",0,0,170484,"Male",NA
"Software Engineer","Seattle, WA",5,5,86632,"Male",NA
"Technical Program Manager","Seattle, WA",14,4,89985,NA,NA
"Product Manager","Seattle, WA",11,2,135032,"Female",NA
"Software Engineer","San Francisco, CA",3,0,248558,"Male",NA
"Software Engineer","Seattle, WA",0,0,164159,"Male",NA
"Software Engineer","San Francisco, CA",1,1,332090,"Male",NA
"Software Engineer","Sunnyvale, CA",3,3,170145,"Female",NA
"Software Engineer","Haifa, HA, Israel",11,4,115240,"Male",NA
"Software Engineer","Seattle, WA",2,2,140509,"Male",NA
"Technical Program Manager","Seattle, WA",20,11,159980,"Male",NA
"Software Engineer","Seattle, WA",14,0,119358,"Male",NA
"Software Engineer","Palo Alto, CA",9,7,156298,"Male",NA
"Software Engineering Manager","Seattle, WA",25,5,113789,"Male",NA
"Software Engineer","Seattle, WA",6,0,169162,NA,NA
"Software Engineer","Seattle, WA",3,3,104845,"Female",NA
"Software Engineering Manager","Seattle, WA",15,3,171648,"Male",NA
"Product Manager","Irvine, CA",10,2,149639,"Male",NA
"Software Engineer","Cambridge, MA",16,2,217042,NA,NA
"Software Engineer","Seattle, WA",5,3,232173,"Male",NA
"Software Engineer","Seattle, WA",2,2,359405,"Female",NA
"Data Scientist","Seattle, WA",5,0,327953,"Female",NA
"Technical Program Manager","Seattle, WA",17,0,150705,"Male",NA
"Software Engineer","Irvine, CA",12,4,312320,"Male",NA
"Software Engineer","New York, NY",2,0,150799,"Female",NA
"Software Engineer","Seattle, WA",3,0,203445,"Female",NA
"Software Engineer","Seattle, WA",3,0,283646,"Male",NA
"Software Engineer","Seattle, WA",7,7,365242,"Male",NA
"Data Scientist","Seattle, WA",4,0,206202,"Male",NA
"Technical Program Manager","Seattle, WA",7,1,167866,"Male",NA
"Software Engineer","Tempe, AZ",1,1,137116,"Male",NA
"Software Engineer","Detroit, MI",9,0,145867,"Male",NA
"Software Engineer","Seattle, WA",4,4,173250,"Female",NA
"Software Engineer","Palo Alto, CA",2,0,221356,"Male",NA
"Software Engineer","Seattle, WA",4,4,127850,"Male",NA
"Data Scientist","Seattle, WA",5,1,146553,"Female",NA
"Software Engineer","Seattle, WA",17,5,160341,"Male",NA
"Software Engineering Manager","Seattle, WA",8,8,142147,"Male",NA
"Software Engineer","Seattle, WA",15,4,274550,"Male",NA
"Software Engineering Manager","Seattle, WA",25,1,170626,"Male",NA
"Software Engineer","Madrid, MD, Spain",8,3,136469,"Male",NA
"Software Engineer","Palo Alto, CA",10,6,283977,NA,NA
"Product Manager","Seattle, WA",11,3,197504,"Male",NA
"Software Engineer","Palo Alto, CA",2,0,256468,"Male",NA
"Software Engineering Manager","San Francisco, CA",17,1,296947,"Male",NA
"Product Designer","Seattle, WA",2,0,249337,"Female",NA
"Software Engineer","Austin, TX",9,1,223613,"Male",NA
"Software Engineer","San Francisco, CA",5,3,199293,NA,NA
"Software Engineer","Seattle, WA",2,0,98814,NA,NA
"Software Engineer","Seattle, WA",6,5,181607,"Male",NA
"Software Engineer","Seattle, WA",3,3,190624,"Male",NA
"Software Engineer","Seattle, WA",4,1,217192,"Male",NA
"Technical Program Manager","Palo Alto, CA",15,5,240785,NA,NA
"Software Engineer","Seattle, WA",20,0,166602,"Other",NA
"Software Engineer","Seattle, WA",14,13,219584,"Male",NA
"Software Engineering Manager","Seattle, WA",10,8,170804,"Female",NA
"Software Engineer","Seattle, WA",2,0,186760,"Male",NA
"Software Engineer","Seattle, WA",2,2,161202,"Male",NA
"Software Engineer","Austin, TX",10,1,91355,NA,NA
"Product Manager","Seattle, WA",11,3,140000,"Female",NA
"Product Manager","Seattle, WA",3,0,230078,NA,NA
"Software Engineer","New York, NY",3,3,168650,"Male",NA
"Software Engineer","Seattle, WA",6,4,80106,"Male",NA
"Data Scientist","Seattle, WA",10,3,186689,"Male",NA
"Software Engineer","Seattle, WA",3,3,87598,"Male",NA
"Software Engineer","Seattle, WA",6,0,217916,"Male",NA
"Product Manager","Seattle, WA",10,4,213840,"Male",NA
"Product Manager","Arlington, VA",8,3,131755,"Female",NA
"Recruiter","New York, NY",6,1,288429,"Female",NA
"Software Engineer","Seattle, WA",4,0,206934,"Male",NA
"Software Engineer","Seattle, WA",17,0,194957,"Male",NA
"Product Manager","Seattle, WA",8,2,137786,"Male",NA
"Software Engineer","San Francisco, CA",14,0,139982,NA,NA
"Product Manager","Seattle, WA",8,4,278807,"Male",NA
"Product Manager","Seattle, WA",7,1,195617,"Female",NA
"Hardware Engineer","Seattle, WA",15,1,278359,"Male",NA
"Product Manager","Seattle, WA",6,2,180928,"Female",NA
"Software Engineer","Palo Alto, CA",6,2,180210,"Male",NA
"Technical Program Manager","Seattle, WA",4,4,123606,"Female",NA
"Product Manager","Seattle, WA",5,2,164327,"Male",NA
"Product Manager","Seattle, WA",18,3,345389,"Male","Asian"
"Product Manager","Seattle, WA",3,2,325878,"Male",NA
"Software Engineer","Seattle, WA",3,1,165521,"Male","Asian"
"Technical Program Manager","Seattle, WA",16,4,165636,"Male","Asian"
"Software Engineer","Seattle, WA",9,3,180995,"Male","Asian"
"Software Engineering Manager","Seattle, WA",14,3,192580,"Male","White"
"Data Scientist","Seattle, WA",3,1,215443,NA,NA
"Software Engineer","Boston, MA",14,1,211513,"Male",NA
"Product Manager","Sunnyvale, CA",13,0,248097,"Male","Asian"
"Software Engineer","Seattle, WA",8,8,164814,"Male","Asian"
"Product Manager","Nashville, TN",8,0,82267,NA,NA
"Software Engineer","Seattle, WA",0,0,80055,"Female","Asian"
"Product Manager","Seattle, WA",15,5,186084,"Male","Asian"
"Software Engineer","Sunnyvale, CA",0,0,83711,"Female","Asian"
"Software Engineer","Seattle, WA",3,0,117413,"Male",NA
"Software Engineering Manager","Seattle, WA",11,1,323188,NA,NA
"Software Engineer","Toronto, ON, Canada",11,0,228760,"Male","White"
"Product Designer","New York, NY",10,3,283694,NA,NA
"Software Engineer","Sunnyvale, CA",3,0,138381,"Male",NA
"Software Engineer","Seattle, WA",3,3,211657,"Male","White"
"Software Engineer","Seattle, WA",2,0,200706,NA,NA
"Solution Architect","Paris, IL, France",8,2,155052,"Male","White"
"Software Engineer","Tokyo, TY, Japan",10,2,126000,"Male","Asian"
"Software Engineer","Austin, TX",6,5,133182,"Male","Asian"
"Software Engineer","Bangalore, KA, India",10,4,131954,"Male","Asian"
"Software Engineer","Seattle, WA",4,4,92783,"Male","Asian"
"Software Engineer","Seattle, WA",4,0,315564,"Male","Asian"
"Software Engineer","Seattle, WA",2,0,191351,"Male","Asian"
"Software Engineer","Sunnyvale, CA",2,0,313552,"Male","Asian"
"Technical Program Manager","Seattle, WA",17,2,270464,NA,NA
"Software Engineer","Berlin, BE, Germany",5,0,157977,"Male","White"
"Technical Program Manager","Austin, TX",16,0,185448,"Male","Black"
"Software Engineer","Seattle, WA",5,0,207228,"Male","Two Or More"
"Product Manager","Seattle, WA",7,1,226352,"Male","Hispanic"
"Software Engineer","Vancouver, BC, Canada",4,0,210154,"Male",NA
"Software Engineer","Seattle, WA",7,7,225242,"Male","Asian"
"Software Engineer","Seattle, WA",6,0,81042,"Male","Asian"
"Software Engineer","Seattle, WA",4,4,136619,"Male","Asian"
"Product Manager","Sunnyvale, CA",17,8,169320,"Male",NA
"Software Engineer","Palo Alto, CA",0,0,172284,"Female","Asian"
"Product Manager","Bellevue, WA",7,0,271967,NA,NA
"Solution Architect","Washington, DC",16,3,128146,"Male","White"
"Software Engineer","Seattle, WA",6,0,257542,"Male","Asian"
"Software Engineer","San Francisco, CA",5,0,249992,"Male",NA
"Product Manager","Seattle, WA",9,4,294717,"Female","White"
"Product Manager","Seattle, WA",10,2,332351,"Male","White"
"Software Engineering Manager","Seattle, WA",18,1,157599,NA,NA
"Software Engineer","Seattle, WA",8,3,158376,"Female","Asian"
"Software Engineer","Seattle, WA",3,3,200171,"Male","Asian"
"Software Engineer","Seattle, WA",5,5,81946,"Male","Asian"
"Software Engineer","Seattle, WA",4,4,206862,"Male","Asian"
"Software Engineering Manager","Austin, TX",15,1,168340,"Male","White"
"Product Manager","Palo Alto, CA",7,0,158351,NA,NA
"Data Scientist","San Francisco, CA",5,0,303160,"Male","Asian"
"Software Engineer","Seattle, WA",2,2,196780,"Male","Asian"
